ID	mu	sigma
136364	33.283	3.003
136368	33.214	2.509
136369	29.215	2.869
136370	31.283	2.418
136384	55.666	3.73
136386	56.703	3.793
136388	62.185	3.401
136390	64.854	3.445
136392	60.427	3.428
136394	60.815	3.301
136395	61.635	3.543
136396	65.516	3.306
136397	63.902	3.503
136398	64.724	3.229
136399	62.346	3.282
136400	61.451	3.336
136401	63.103	3.35
136402	60.808	3.251
136403	59.805	3.325
136405	58.077	3.632
136413	73.108	3.471
136414	69.308	3.843
136415	70.499	3.626
136416	73.378	3.717
136417	70.112	3.429
136418	70.251	3.433
136419	61.087	3.849
136420	69.928	3.605
136436	63.713	4.232
136438	83.803	4.52
136439	83.624	5.041
136440	81.769	4.473
136441	83.448	4.341
136442	78.223	4.82
136443	88.505	4.844
136445	69.185	4.666
136448	70.968	4.165
136450	62.105	4.011
136452	72.39	4.044
136454	74.118	4.546
136456	76.781	4.082
136458	69.849	3.821
136459	68.478	4.289
136460	72.479	4.071
136461	71.827	3.654
136462	72.658	3.876
136463	79.885	4.445
136464	77.247	3.973
136465	82.312	4.325
136466	83.195	4.942
136467	75.647	4.879
136469	69.254	3.926
136477	106.473	5.349
136478	103.354	5.455
136479	104.829	5.276
136480	105.758	6.083
136481	99.796	4.851
136482	106.079	5.077
136483	94.734	6.64
136484	98.013	4.534
136500	82.665	4.756
136502	92.914	4.98
136503	95.278	5.379
136504	93.766	4.776
136505	98.748	5.778
136506	93.326	4.936
136507	94.847	4.661
136509	87.024	5.075
136512	85.874	4.284
136513	78.47	4.92
136514	83.804	4.264
136515	86.546	4.461
136517	80.408	4.036
136522	75.665	4.677
136523	76.741	4.689
136525	85.755	5.029
136528	68.915	4.139
136529	80.299	4.665
136530	77.501	4.194
136531	78.149	4.042
136532	74.174	4.695
136533	64.171	4.594
136534	74.015	4.11
136535	74.055	5.103
136536	79.154	4.238
136537	69.008	4.733
136538	72.445	4.329
136539	70.016	4.286
136540	69.929	5.248
136549	72.465	4.268
136550	79.228	4.27
136551	77.965	3.957
136552	81.463	4.169
136553	81.442	4.165
136554	78.012	4.641
136555	76.532	5.432
136556	66.889	4.092
136560	85.125	4.232
136561	77.352	4.311
136562	83.792	4.169
136576	86.053	4.769
136577	86.668	5.106
136578	84.07	4.546
136579	82.011	4.897
136581	81.82	4.817
136586	83.072	4.569
136587	83.151	4.805
136589	80.741	4.664
136592	69.092	4.529
136593	72.001	4.817
136594	69.644	5.442
136595	69.094	4.723
136596	74.238	4.518
136597	69.123	5.483
136598	73.914	4.774
136599	78.667	4.829
136600	67.912	4.474
136601	82.598	4.878
136602	77.607	5.733
136603	63.157	4.668
136604	77.788	4.637
136613	75.925	5.077
136614	70.347	4.918
136615	78.934	6.407
136616	73.198	4.289
136617	81.714	5.946
136618	80.756	5.097
136619	79.347	5.057
136620	73.143	4.895
136624	83.971	4.596
136625	87.486	4.697
136626	81.522	5.011
136640	68.126	4.533
136642	91.725	5.807
136644	100.319	5.542
136646	97.627	4.7
136648	71.1	3.993
136650	101.806	4.851
136651	90.766	5.337
136652	104.287	5.402
136653	95.316	4.684
136654	100.668	4.698
136655	75.942	3.952
136656	73.034	3.698
136657	74.501	4.768
136658	76.879	4.148
136659	70.007	3.672
136661	66.177	3.921
136669	91.676	5.226
136670	92.061	4.809
136671	97.948	5.788
136672	91.457	5.669
136673	93.624	6.299
136674	94.089	5.236
136675	85.73	6.533
136676	94.686	5.382
136692	84.075	4.919
136694	96.039	4.716
136695	101.593	5.218
136696	97.491	4.823
136697	102.357	4.992
136698	90.987	4.572
136699	96.473	5.402
136701	82.392	4.479
136704	61.128	3.965
136706	66.512	4.205
136708	74.139	3.859
136710	73.01	3.835
136712	64.286	3.598
136714	72.263	4.26
136715	70.668	4.443
136716	70.325	3.693
136717	70.965	4.099
136718	72.98	3.567
136719	66.781	3.714
136720	64.007	3.593
136721	67.462	3.737
136722	67.418	3.703
136723	67.937	3.795
136725	62.217	4.669
136733	74.456	3.757
136734	68.471	4.578
136735	73.747	3.809
136736	75.334	3.927
136737	73.819	3.936
136738	76.011	4.616
136739	67.405	3.77
136740	70.59	3.761
136756	75.565	4.253
136758	84.803	4.262
136759	82.919	4.203
136760	83.27	4.579
136761	86.258	4.42
136762	82.442	4.184
136763	82.527	4.207
136765	75.237	4.452
136768	85.074	5.119
136769	84.161	4.676
136770	83.387	5.021
136771	84.681	5.266
136773	80.572	5.112
136778	64.912	3.834
136779	64.624	3.423
136781	63.206	3.633
136784	66.913	6.372
136785	71.066	6.378
136786	70.989	7.015
136787	76.472	6.049
136788	79.179	5.291
136789	62.268	3.904
136790	75.683	7.278
136791	67.267	4.11
136792	76.514	5.84
136793	62.746	4.084
136794	65.055	3.647
136795	67.399	6.203
136796	62.081	3.702
136805	61.553	4.168
136806	66.626	3.913
136807	67.822	3.752
136808	67.982	3.878
136809	68.623	3.916
136810	68.15	3.861
136811	66.446	4.006
136812	59.193	4.091
136816	85.952	6.497
136817	80.397	4.799
136818	83.85	5.395
136832	70.715	3.699
136833	70.053	3.734
136834	70.254	4.017
136835	70.729	3.517
136837	66.098	4.048
136842	70.486	3.626
136843	70.698	3.906
136845	72.979	3.957
136848	58.621	3.651
136849	60.516	3.488
136850	61.278	3.649
136851	59.381	4.189
136852	61.585	5.109
136853	61.201	4.251
136854	61.535	3.904
136855	67.878	3.764
136856	61.113	3.737
136857	70.588	3.67
136858	71.218	3.968
136859	51.407	3.867
136860	63.896	4.306
136869	64.719	4.074
136870	67.353	3.804
136871	71.082	3.824
136872	72.372	3.91
136873	73.835	3.887
136874	74.217	3.804
136875	72.977	3.868
136876	64.758	4.211
136880	69.025	3.599
136881	64.531	4.396
136882	69.299	3.784
136896	66.973	3.856
136898	62.503	3.709
136900	66.629	3.651
136902	68.164	3.609
136904	72.773	3.868
136906	67.222	3.689
136907	62.894	3.887
136908	64.953	3.843
136909	0	0
136910	65.52	3.755
136911	72.023	3.584
136912	72.151	4.023
136913	73.768	3.671
136914	73.574	3.893
136915	73.099	4.11
136917	68.834	4.079
136925	74.585	3.748
136926	71.725	4.394
136927	77.319	4.009
136928	73.138	3.645
136929	77.951	4.349
136930	76.316	3.879
136931	65.612	4.254
136932	72.787	4.391
136948	58.142	6.869
136950	66.795	6.887
136951	58.79	5.361
136952	65.266	5.511
136953	68.317	6.828
136954	62.457	7.925
136955	62.475	5.162
136957	60.931	6.145
136960	56.134	3.421
136962	56.27	3.689
136964	62.546	3.309
136966	61.704	3.088
136968	60.989	3.116
136970	60.543	2.978
136971	59.179	3.156
136972	61.688	3.244
136973	60.526	2.995
136974	60.483	2.974
136975	62.526	3.203
136976	59.384	3.246
136977	60.858	3.255
136978	61.895	3.208
136979	62.842	3.454
136981	55.047	3.524
136989	71.921	3.474
136990	67.795	3.658
136991	76.143	3.647
136992	72.317	3.637
136993	73.374	3.579
136994	73.959	3.523
136995	68.794	3.838
136996	72.815	3.471
137012	75.014	4.093
137014	81.344	3.755
137015	82.487	3.879
137016	82.68	4.002
137017	83.989	3.812
137018	86.365	3.877
137019	84.787	3.85
137021	82.791	4.05
137024	99.059	4.697
137025	101.818	4.6
137026	96.782	4.163
137027	98.131	4.3
137029	87.03	4.411
137034	68.309	3.514
137035	68.14	3.516
137037	69.058	3.374
137040	62.94	3.45
137041	67.309	3.304
137042	65.381	3.358
137043	64.714	3.287
137044	66.354	3.31
137045	62.785	3.759
137046	64.78	3.235
137047	67.308	3.348
137048	65.117	3.187
137049	69.322	3.437
137050	69.288	3.431
137051	62.26	3.624
137052	59.111	3.638
137061	67.308	3.499
137062	69.795	3.305
137063	71.306	3.367
137064	72.033	3.559
137065	70.239	3.5
137066	71.42	3.498
137067	66.541	3.509
137068	64.089	3.74
137072	92.04	4.249
137073	86.295	4.501
137074	93.19	4.065
137088	76.802	3.771
137089	76.537	3.614
137090	83.421	3.944
137091	87.737	4.162
137093	75.285	4.164
137098	77.226	3.62
137099	76.466	3.467
137101	73.037	3.465
137104	53.489	3.414
137105	59.189	3.107
137106	57.048	3.206
137107	60.884	3.169
137108	58.174	3.361
137109	68.776	3.797
137110	62.39	3.284
137111	73.035	3.491
137112	62.768	3.146
137113	73.115	3.597
137114	79.222	3.683
137115	58.155	3.392
137116	72.066	3.861
137125	56.672	3.255
137126	60.618	3.141
137127	61.418	3.164
137128	64.3	3.132
137129	60.187	3.074
137130	61.645	3.104
137131	61.301	3.236
137132	55.744	3.345
137136	76.073	3.53
137137	75.371	4.108
137138	80.053	3.688
137152	68.679	3.671
137154	68.747	3.576
137156	73.507	3.629
137158	72.874	3.538
137160	72.842	3.594
137162	70.756	3.558
137163	71.16	4.574
137164	75.571	3.632
137165	0	0
137166	70.282	3.589
137167	78.737	3.76
137168	76.726	3.486
137169	78.163	3.826
137170	78.216	3.663
137171	71.671	3.621
137173	69.255	3.755
137181	80.889	3.634
137182	78.967	3.921
137183	82.185	3.822
137184	83.539	3.836
137185	81.651	3.719
137186	82.176	3.661
137187	74.086	3.668
137188	77.965	3.812
137204	77.689	4.276
137206	89.298	4.097
137207	85.203	3.924
137208	89.971	4.321
137209	88.773	3.949
137210	87.649	3.948
137211	90.219	3.954
137213	83.775	4.052
137216	53.833	3.749
137218	56.065	3.798
137220	62.778	3.792
137222	65.914	4.098
137224	57.268	3.281
137226	63.178	3.572
137227	60.563	5.033
137228	62.937	3.666
137229	64.95	3.896
137230	64.271	3.588
137231	59.914	3.379
137232	57.631	3.432
137233	58.74	3.422
137234	62.395	3.429
137235	57.059	3.324
137237	53.492	3.709
137245	68.386	3.894
137246	64.344	4.421
137247	72.824	3.945
137248	72.749	4.04
137249	71.846	3.794
137250	72.8	3.994
137251	65.63	4.196
137252	73.03	4.152
137268	62.369	4.174
137270	68.711	3.668
137271	66.838	3.828
137272	72.674	3.87
137273	71.619	4.161
137274	70.587	3.89
137275	69.906	3.846
137277	64.4	4.158
137280	65.745	3.635
137281	66.745	3.828
137282	61.58	3.583
137283	64.174	3.532
137285	59.591	3.724
137290	69.83	5.216
137291	68.545	4.304
137293	73.293	4.013
137296	83.168	4.222
137297	85.905	4.403
137298	86.873	4.316
137299	88.438	4.69
137300	85.085	5.119
137301	67.492	4.134
137302	88.286	4.714
137303	70.221	4.111
137304	88.775	5.137
137305	72.586	4.104
137306	71.914	4.066
137307	76.911	4.566
137308	64.38	4.042
137317	63.755	5.448
137318	64.264	4.573
137319	63.386	3.719
137320	61.406	3.435
137321	67.747	4.489
137322	66.333	4.121
137323	61.379	3.723
137324	55.284	4.095
137328	61.149	3.879
137329	59.72	3.534
137330	64.086	4.338
137344	62.288	3.443
137345	60.062	3.559
137346	58.48	3.523
137347	61.395	3.492
137349	54.158	3.558
137354	83.24	4.349
137355	83.481	4.61
137357	85.867	4.452
137360	87.687	5.094
137361	92.621	4.909
137362	95.411	4.402
137363	92.701	4.797
137364	92.255	4.584
137365	79.734	4.702
137366	91.299	4.48
137367	85.12	4.376
137368	92.612	4.563
137369	85.616	4.317
137370	86.364	4.448
137371	81.39	4.772
137372	81.293	4.479
137381	79.408	4.771
137382	87.748	4.31
137383	85.666	4.224
137384	85.629	4.137
137385	84.666	4.174
137386	81.353	4.499
137387	82.616	4.308
137388	73.749	4.549
137392	66.1	3.81
137393	56.174	3.638
137394	59.47	3.569
137408	65.873	4.013
137410	58.269	3.595
137412	63.625	4.076
137414	66.358	3.459
137416	70.846	4.278
137418	62.784	3.454
137419	56.627	3.901
137420	63.583	3.585
137421	60.424	4.334
137422	63.61	4.829
137423	73.079	3.776
137424	71.561	3.646
137425	71.012	3.986
137426	73.73	4.024
137427	71.955	3.992
137429	68.247	3.8
137437	95.092	4.567
137438	83.559	5.813
137439	91.072	4.632
137440	92.125	4.463
137441	92.246	4.113
137442	90.562	4.568
137443	83.596	4.644
137444	92.727	4.218
137460	82.397	4.806
137462	89.474	4.508
137463	86.583	4.219
137464	93.186	3.888
137465	91.447	4.436
137466	92.244	4.09
137467	93.711	3.982
137469	86.645	4.458
137472	100.936	5.201
137474	96.292	5.492
137476	103.804	5.163
137478	105.632	4.847
137480	107.487	4.873
137482	109.097	5.25
137483	104.949	5.238
137484	110.684	5.116
137485	107.753	4.969
137486	104.513	5.065
137487	107.297	4.892
137488	109.399	5.089
137489	99.781	4.729
137490	106.226	5.095
137491	101.674	4.456
137493	97.938	5.04
137501	96.21	4.687
137502	87.14	4.97
137503	98.247	4.462
137504	98.566	4.875
137505	95.51	4.659
137506	98.579	4.83
137507	89.519	4.719
137508	95.578	4.749
137524	91.974	4.786
137526	96.559	4.447
137527	94.297	4.731
137528	95.662	4.489
137529	95.466	4.357
137530	96.952	4.594
137531	94.123	4.518
137533	89.9	4.623
137536	67.763	3.984
137537	70.582	4.011
137538	71.862	4.015
137539	72.796	4.041
137541	64.319	4.501
137546	76.609	4.022
137547	75.037	4.356
137549	75.852	3.962
137552	70.723	4.574
137553	74.668	4.117
137554	79.037	4.134
137555	77.977	4.233
137556	77.629	4.171
137557	69.805	4.555
137558	78.607	4.112
137559	75.78	4.145
137560	77.722	4.163
137561	76.195	4.122
137562	76.511	4.14
137563	69.933	4.355
137564	64.939	4.403
137573	59.68	4.269
137574	66.002	3.725
137575	69.052	3.668
137576	68.052	3.759
137577	66.875	3.9
137578	63.995	3.731
137579	65.141	4.017
137580	58.072	3.794
137584	68.938	3.868
137585	60.703	4.38
137586	69.03	3.87
137600	96.152	4.524
137601	96.974	4.492
137602	92.234	4.586
137603	94.954	4.676
137605	88.537	4.725
137610	79.256	4.418
137611	79.61	4.483
137613	83.347	4.235
137616	72.929	4.859
137617	81.585	4.182
137618	81.799	4.476
137619	78.925	4.248
137620	80.851	4.794
137621	82.697	5.212
137622	80.924	4.818
137623	88.009	4.67
137624	80.286	4.626
137625	82.27	4.263
137626	94.112	5.284
137627	75.647	4.464
137628	75.711	4.247
137637	59.343	3.549
137638	61.325	3.473
137639	62.769	3.381
137640	64.378	3.578
137641	63.163	3.474
137642	63.021	3.529
137643	64.086	3.604
137644	60.384	3.627
137648	97.249	4.747
137649	89.592	5.01
137650	99.706	4.527
137664	42.353	3.055
137666	83.409	4.802
137668	86.311	4.945
137670	85.336	4.527
137672	44.662	3.328
137674	88.039	4.478
137675	85.339	4.857
137676	90.795	4.433
137677	92.802	4.528
137678	91.779	4.548
137679	44.934	2.81
137680	44.16	2.921
137681	44.226	2.825
137682	43.373	2.808
137683	43.166	2.869
137685	42.906	3.985
137693	67.885	4.307
137694	63.147	3.899
137695	66.943	3.878
137696	68.783	4.109
137697	67.451	3.673
137698	68.02	3.735
137699	60.055	4.319
137700	64.032	3.443
137716	68.261	4.068
137718	72.949	4.08
137719	72.921	3.923
137720	75.997	3.946
137721	73.572	4.103
137722	71.441	3.922
137723	74.801	4.307
137725	70.077	3.955
137728	35.427	2.844
137730	39.377	3.187
137732	45.44	3.156
137734	42.599	2.803
137736	40.03	3.054
137738	52.554	3.279
137739	47.679	3.008
137740	45.773	3.441
137741	49.972	3.03
137742	44.735	2.974
137743	40.514	2.809
137744	41.194	2.739
137745	39.471	2.699
137746	34.957	3.101
137747	38.809	3.002
137749	33.859	3.06
137757	43.397	2.553
137758	40.442	2.835
137759	43.188	2.667
137760	44.683	2.538
137761	45.339	2.602
137762	45.28	2.665
137763	42.397	2.926
137764	44.75	2.937
137780	40.47	2.958
137782	46.26	2.584
137783	44.49	2.759
137784	45.655	2.764
137785	46.395	2.659
137786	45.446	2.756
137787	43.855	2.924
137789	47.32	3.056
137792	34.137	2.411
137793	31.6	2.276
137794	29.954	2.803
137795	33.739	2.406
137797	27.34	2.525
137802	33.973	2.281
137803	32.73	2.34
137805	31.929	2.261
137808	28.452	2.405
137809	29.991	2.543
137810	29.12	2.151
137811	30.11	2.048
137812	29.154	2.487
137813	29.458	2.439
137814	32.755	2.22
137815	31.751	2.36
137816	32.823	2.281
137817	32.588	2.292
137818	30.911	2.352
137819	25.588	2.757
137820	30.322	2.392
137829	26.884	2.81
137830	28.438	2.79
137831	30.61	2.238
137832	28.609	2.532
137833	24.266	2.967
137834	19.065	3.0
137835	18.183	3.416
137836	11.35	2.533
137840	32.434	2.144
137841	32.079	2.388
137842	31.92	2.183
137856	70.48	3.74
137857	69.448	3.683
137858	67.677	3.756
137859	71.355	3.754
137861	65.02	3.905
137866	65.164	3.757
137867	63.625	3.565
137869	64.618	3.728
137872	61.153	3.575
137873	65.654	3.606
137874	63.521	3.476
137875	62.086	3.536
137876	61.916	3.387
137877	60.792	3.975
137878	64.466	3.465
137879	63.192	3.628
137880	64.395	3.575
137881	66.137	3.828
137882	65.253	3.564
137883	60.371	3.85
137884	61.149	4.155
137893	66.788	4.178
137894	68.3	3.606
137895	71.351	3.848
137896	70.266	3.532
137897	70.659	3.641
137898	73.005	3.657
137899	70.988	3.883
137900	66.839	4.09
137904	69.584	3.699
137905	61.2	3.784
137906	67.566	3.946
137920	43.617	3.093
137922	48.49	3.014
137924	48.514	2.707
137926	48.941	2.732
137928	46.531	3.146
137930	52.123	2.993
137931	48.769	3.254
137932	50.302	2.925
137933	53.204	3.02
137934	48.534	2.756
137935	47.111	2.792
137936	42.826	3.218
137937	49.239	3.197
137938	46.717	3.147
137939	45.007	2.802
137941	42.429	3.002
137949	51.906	3.278
137950	48.075	3.729
137951	52.939	3.11
137952	52.439	3.142
137953	51.059	3.233
137954	52.357	3.133
137955	47.24	3.609
137956	50.677	3.311
137972	55.063	3.453
137974	57.016	3.615
137975	57.672	3.61
137976	54.876	3.357
137977	52.479	3.524
137978	53.042	3.278
137979	50.944	3.464
137981	50.064	3.185
138240	19.751	2.505
138242	20.492	2.863
138244	23.729	2.02
138246	24.521	2.002
138248	22.738	1.828
138250	23.627	1.918
138251	20.745	2.334
138252	21.961	1.99
138253	21.606	1.819
138254	24.403	1.88
138255	22.734	1.866
138256	22.479	1.719
138257	22.699	1.911
138258	20.746	1.816
138259	22.401	2.16
138261	18.752	2.278
138269	20.406	1.902
138270	19.09	2.098
138271	21.294	1.725
138272	20.13	1.793
138273	21.707	1.782
138274	21.825	1.892
138275	20.882	2.088
138276	21.864	1.767
138292	20.113	2.465
138294	21.446	2.05
138295	22.55	2.144
138296	23.176	1.939
138297	23.677	1.952
138298	22.367	1.979
138299	22.303	1.714
138301	22.599	2.126
138304	34.649	2.853
138305	37.036	2.85
138306	32.092	2.611
138307	33.66	2.594
138309	32.729	3.01
138314	33.875	2.194
138315	33.449	2.424
138317	34.752	2.354
138320	30.448	2.657
138321	32.732	2.351
138322	33.354	2.232
138323	34.368	2.617
138324	32.365	2.49
138325	29.879	3.252
138326	33.26	2.683
138327	36.598	2.609
138328	40.4	2.887
138329	34.047	2.293
138330	35.011	2.304
138331	32.177	2.636
138332	30.475	2.702
138341	28.104	3.296
138342	31.32	3.031
138343	30.383	2.352
138344	32.791	3.191
138345	32.461	2.55
138346	31.235	3.062
138347	32.961	3.234
138348	27.97	3.128
138352	37.481	2.671
138353	34.689	3.11
138354	37.104	2.818
138368	44.774	2.885
138369	43.779	2.763
138370	43.848	3.022
138371	43.421	2.912
138373	40.351	2.957
138378	47.7	3.192
138379	0	0
138381	51.039	2.883
138384	46.563	3.607
138385	55.11	3.592
138386	52.966	3.228
138387	51.034	2.984
138388	49.033	3.301
138389	41.947	3.489
138390	50.911	3.254
138391	50.82	3.285
138392	52.018	3.22
138393	48.498	3.087
138394	51.724	3.013
138395	51.856	3.344
138396	49.372	3.547
138405	48.615	3.329
138406	51.563	3.396
138407	50.254	3.212
138408	52.911	3.187
138409	52.957	3.218
138410	53.234	3.22
138411	52.805	3.391
138412	48.881	3.613
138416	43.673	2.82
138417	41.281	3.138
138418	44.037	2.937
138432	58.619	3.968
138434	64.209	3.822
138436	66.888	3.734
138438	65.861	3.576
138440	64.195	3.558
138442	67.066	3.799
138443	59.798	3.843
138444	64.914	3.756
138445	64.07	3.727
138446	65.711	3.599
138447	65.34	3.64
138448	65.595	3.63
138449	65.3	3.582
138450	65.367	3.586
138451	62.83	3.596
138453	60.365	3.732
138461	59.657	3.715
138462	54.337	3.652
138463	61.348	3.624
138464	60.959	3.417
138465	60.481	3.668
138466	62.087	3.569
138467	56.786	3.673
138468	60.327	3.534
138484	52.16	3.82
138486	57.658	3.476
138487	56.518	3.404
138488	56.574	3.394
138489	57.849	3.4
138490	55.413	3.434
138491	56.465	3.544
138493	51.358	3.629
138496	29.992	2.96
138498	23.108	2.69
138500	24.876	2.359
138502	24.325	2.325
138504	34.252	3.065
138506	25.925	2.395
138507	24.749	2.691
138508	24.734	2.294
138509	23.925	2.26
138510	24.927	2.407
138511	31.053	2.571
138512	32.446	2.794
138513	31.887	2.698
138514	33.726	2.722
138515	34.045	2.87
138517	31.043	3.004
138525	40.46	3.142
138526	36.573	3.156
138527	43.852	3.196
138528	42.76	2.895
138529	42.554	3.153
138530	44.063	3.016
138531	38.249	3.094
138532	43.489	3.492
138548	24.975	2.562
138550	25.701	2.221
138551	27.534	2.257
138552	28.145	2.374
138553	26.36	2.208
138554	24.694	2.302
138555	26.015	2.609
138557	24.035	2.452
138560	71.251	4.185
138561	71.897	4.239
138562	67.095	4.189
138563	66.192	4.111
138565	63.404	4.154
138570	77.663	4.385
138571	77.487	4.026
138573	78.7	4.183
138576	56.71	4.457
138577	63.638	3.978
138578	66.921	4.38
138579	66.661	3.951
138580	65.832	4.057
138581	65.341	5.143
138582	64.912	4.203
138583	75.739	4.42
138584	64.415	3.933
138585	79.635	4.209
138586	75.398	3.95
138587	60.357	4.122
138588	65.014	4.251
138597	67.889	4.576
138598	80.398	4.321
138599	80.906	4.215
138600	82.932	4.13
138601	83.042	4.39
138602	83.478	4.457
138603	81.005	4.033
138604	77.508	4.433
138608	68.779	4.05
138609	62.08	4.341
138610	70.978	4.609
138624	68.717	4.034
138625	66.331	3.887
138626	55.509	4.205
138627	62.921	4.297
138629	53.642	3.772
138634	69.492	3.911
138635	66.039	3.742
138637	67.809	4.502
138640	60.618	4.438
138641	63.107	4.225
138642	65.182	3.993
138643	68.061	4.295
138644	62.322	3.903
138645	62.135	4.43
138646	64.227	4.31
138647	65.885	3.882
138648	67.711	4.12
138649	69.943	4.249
138650	65.996	3.8
138651	52.509	3.995
138652	64.025	3.851
138661	67.766	4.151
138662	72.96	3.846
138663	70.866	4.073
138664	74.003	3.932
138665	73.735	3.932
138666	74.605	3.947
138667	74.338	3.966
138668	70.148	4.053
138672	65.477	3.91
138673	56.405	4.148
138674	63.295	3.795
138688	34.42	2.94
138690	34.224	3.289
138692	37.963	2.938
138694	38.725	2.885
138696	36.703	2.847
138698	39.364	2.935
138699	33.368	3.287
138700	40.164	2.982
138701	38.582	3.018
138702	36.755	2.886
138703	39.274	2.852
138704	37.607	2.884
138705	41.113	2.996
138706	40.311	3.054
138707	40.723	3.004
138709	38.397	3.009
138717	20.154	2.612
138718	18.882	3.203
138719	21.649	2.068
138720	22.454	2.545
138721	21.284	2.541
138722	23.182	2.55
138723	20.833	2.931
138724	20.32	2.522
138740	24.985	2.793
138742	24.79	2.369
138743	27.016	2.469
138744	24.003	2.462
138745	25.364	2.457
138746	24.497	2.333
138747	23.253	2.38
138749	22.997	2.573
138752	56.192	3.722
138754	48.642	3.943
138756	54.32	3.391
138758	54.336	3.471
138760	59.408	3.427
138762	53.831	3.291
138763	53.435	3.837
138764	53.941	3.389
138765	55.413	3.686
138766	53.587	3.266
138767	61.255	3.273
138768	60.621	3.418
138769	61.123	3.382
138770	58.988	3.415
138771	60.323	3.495
138773	53.942	3.523
138781	62.937	4.028
138782	57.258	4.433
138783	66.883	3.832
138784	66.205	3.644
138785	59.331	3.962
138786	64.446	3.772
138787	49.947	3.698
138788	63.604	4.291
138804	61.871	4.047
138806	62.418	3.558
138807	64.134	3.822
138808	61.301	3.691
138809	61.183	4.064
138810	58.45	3.875
138811	61.957	3.647
138813	57.862	3.882
138816	67.58	3.616
138817	67.495	3.416
138818	68.536	3.624
138819	65.459	3.392
138821	63.756	3.819
138826	80.828	5.04
138827	73.74	5.003
138829	81.399	5.191
138832	63.656	4.529
138833	62.881	4.077
138834	70.714	4.346
138835	61.601	4.045
138836	67.565	4.2
138837	66.798	5.394
138838	67.972	4.114
138839	76.651	5.745
138840	69.027	3.989
138841	71.337	4.81
138842	80.018	4.385
138843	61.73	3.834
138844	72.383	5.116
138853	68.717	5.321
138854	72.675	4.327
138855	81.011	4.826
138856	78.691	4.569
138857	73.587	4.701
138858	72.569	4.906
138859	69.944	4.051
138860	62.296	4.659
138864	72.295	3.518
138865	58.592	4.344
138866	67.668	3.771
138880	67.494	3.597
138881	64.703	3.668
138882	66.686	3.673
138883	66.991	3.379
138885	63.227	4.005
138890	59.821	4.026
138891	67.667	4.054
138893	64.763	3.503
138896	60.655	3.98
138897	63.762	3.696
138898	64.505	3.707
138899	66.115	3.768
138900	65.268	3.731
138901	57.801	4.211
138902	63.422	3.651
138903	64.205	3.852
138904	64.967	3.697
138905	62.527	3.537
138906	67.405	4.02
138907	58.712	4.256
138908	54.921	4.829
138917	53.132	3.41
138918	61.601	3.377
138919	60.614	3.054
138920	62.926	3.433
138921	60.423	3.488
138922	58.096	3.769
138923	58.918	3.129
138924	53.726	3.373
138928	65.627	3.338
138929	60.173	3.955
138930	66.051	3.737
138944	21.926	3.009
138946	12.418	2.781
138948	14.639	2.507
138950	14.569	2.69
138952	25.55	2.568
138954	17.995	2.368
138955	17.051	2.599
138956	19.33	2.346
138957	19.106	2.404
138958	17.281	2.352
138959	26.864	2.517
138960	26.786	2.486
138961	27.936	2.653
138962	27.22	2.714
138963	26.043	2.655
138965	22.535	3.233
138973	19.571	2.863
138974	14.604	3.155
138975	21.38	2.306
138976	20.685	2.625
138977	18.613	2.372
138978	21.03	2.259
138979	20.004	2.728
138980	18.056	2.502
138996	23.811	3.135
138998	29.802	2.397
138999	27.478	2.791
139000	25.032	2.723
139001	28.86	2.514
139002	29.135	2.833
139003	26.513	2.471
139005	23.323	3.192
139008	53.068	3.357
139010	60.227	3.323
139012	58.597	3.316
139014	63.106	3.17
139016	58.238	3.125
139018	65.816	3.487
139019	57.836	3.457
139020	64.754	3.36
139021	61.457	3.248
139022	58.818	4.153
139023	58.956	3.143
139024	56.541	3.058
139025	61.931	3.108
139026	61.998	3.032
139027	59.198	3.17
139029	57.388	3.234
139037	66.858	3.412
139038	64.245	3.639
139039	69.063	3.56
139040	68.66	3.435
139041	69.528	3.342
139042	71.812	3.519
139043	69.115	3.563
139044	66.544	3.365
139060	52.329	3.631
139062	62.057	3.084
139063	58.829	3.304
139064	62.859	3.231
139065	61.193	3.094
139066	57.327	3.226
139067	60.057	3.244
139069	55.125	3.421
139072	61.032	3.108
139073	58.192	3.0
139074	59.273	3.004
139075	57.56	3.022
139077	58.184	3.283
139082	56.428	3.131
139083	53.442	2.975
139085	53.551	3.216
139088	60.77	3.512
139089	61.691	3.136
139090	62.206	3.086
139091	59.167	3.208
139092	59.473	3.126
139093	44.032	3.23
139094	60.744	3.13
139095	53.446	3.364
139096	59.877	3.11
139097	52.513	3.291
139098	54.795	2.932
139099	58.378	3.348
139100	51.736	3.317
139109	59.054	3.398
139110	58.468	4.027
139111	64.091	3.39
139112	64.431	3.177
139113	62.23	3.273
139114	64.497	3.307
139115	63.264	3.218
139116	61.035	3.562
139120	59.37	2.989
139121	54.972	3.231
139122	58.622	3.153
139136	54.567	3.061
139137	52.724	2.748
139138	49.323	2.857
139139	51.176	2.888
139141	45.558	3.077
139146	60.913	3.253
139147	55.92	3.212
139149	55.438	4.026
139152	55.463	3.512
139153	63.857	3.172
139154	62.971	3.221
139155	60.816	3.244
139156	58.379	3.092
139157	52.326	3.477
139158	61.983	3.133
139159	56.407	3.652
139160	62.511	3.187
139161	58.677	3.345
139162	55.574	3.048
139163	61.623	3.308
