ID	mu	sigma
139164	54.54	3.294
139173	59.491	3.791
139174	70.29	3.645
139175	64.164	3.47
139176	71.687	3.706
139177	71.426	3.387
139178	71.653	3.543
139179	69.788	3.648
139180	61.642	3.619
139184	52.056	3.043
139185	49.391	3.42
139186	54.2	2.968
139200	53.892	3.402
139202	51.783	3.432
139204	58.258	3.369
139206	60.211	3.528
139208	56.871	3.182
139210	56.979	2.915
139211	51.067	3.413
139212	55.468	3.054
139213	53.482	2.946
139214	54.298	3.04
139215	60.049	3.142
139216	54.986	3.185
139217	55.931	3.466
139218	58.458	3.092
139219	58.464	3.137
139221	57.301	3.496
139229	50.727	3.859
139230	46.337	3.705
139231	56.281	3.794
139232	56.617	3.731
139233	52.537	3.653
139234	52.804	3.327
139235	48.678	3.624
139236	48.958	3.583
139252	58.447	3.73
139254	64.612	3.284
139255	63.82	3.318
139256	62.615	3.195
139257	65.094	3.227
139258	62.624	3.226
139259	62.523	3.17
139261	58.711	3.488
139264	82.702	5.166
139266	75.441	4.896
139268	79.227	4.256
139270	81.598	4.213
139272	88.909	4.495
139274	83.806	4.178
139275	78.228	5.853
139276	82.219	4.366
139277	83.07	4.224
139278	84.37	4.171
139279	88.59	4.375
139280	86.249	4.226
139281	90.804	4.26
139282	88.035	4.648
139283	88.952	4.26
139285	81.915	4.917
139293	89.826	4.526
139294	78.727	5.994
139295	85.476	4.963
139296	87.52	4.406
139297	85.867	4.42
139298	89.503	4.713
139299	77.681	4.6
139300	85.165	5.025
139316	84.756	5.078
139318	92.348	4.916
139319	91.538	4.789
139320	93.195	4.695
139321	91.735	4.606
139322	92.486	4.785
139323	94.219	4.603
139325	87.339	4.93
139328	77.613	4.697
139329	79.365	4.342
139330	76.893	5.018
139331	75.323	4.173
139333	70.245	4.537
139338	77.738	4.497
139339	72.908	4.365
139341	78.449	4.758
139344	70.953	4.999
139345	82.871	4.387
139346	84.032	4.46
139347	86.345	4.283
139348	82.081	4.966
139349	71.156	4.31
139350	85.477	4.732
139351	68.407	4.658
139352	87.722	4.311
139353	75.412	4.51
139354	79.246	4.567
139355	74.07	4.726
139356	73.583	4.268
139365	80.196	4.51
139366	88.387	4.753
139367	93.769	4.669
139368	93.213	4.503
139369	93.323	4.494
139370	91.913	4.593
139371	88.756	4.734
139372	76.583	4.489
139376	78.605	4.269
139377	72.608	4.457
139378	69.995	4.514
139392	102.135	5.361
139393	101.669	5.107
139394	102.775	5.201
139395	119.508	6.513
139397	98.715	4.881
139402	66.037	3.705
139403	60.828	3.817
139405	63.311	3.579
139408	53.44	3.974
139409	57.263	3.693
139410	58.811	3.75
139411	61.05	3.69
139412	58.935	3.71
139413	50.293	4.213
139414	59.957	3.656
139415	62.932	4.11
139416	60.476	3.598
139417	64.524	3.574
139418	63.217	3.811
139419	52.95	3.876
139420	48.794	4.11
139429	90.251	5.03
139430	101.418	5.696
139431	87.19	4.92
139432	104.009	5.281
139433	105.352	5.197
139434	103.467	5.125
139435	102.564	5.199
139436	90.257	5.519
139440	104.127	5.015
139441	107.655	5.971
139442	114.587	5.49
139456	79.276	4.585
139458	77.566	4.612
139460	86.727	4.892
139462	92.06	4.546
139464	80.59	4.178
139466	93.059	4.87
139467	78.088	5.464
139468	90.136	4.924
139469	81.914	4.904
139470	88.892	4.826
139471	82.902	4.219
139472	82.88	3.939
139473	84.734	4.217
139474	82.886	3.89
139475	80.966	4.176
139477	81.523	4.406
139485	85.821	4.318
139486	80.573	4.53
139487	82.53	4.092
139488	84.583	4.173
139489	82.401	4.358
139490	86.071	4.155
139491	76.193	4.422
139492	84.154	4.292
139508	82.378	4.742
139510	86.965	4.399
139511	87.672	4.451
139512	89.296	4.552
139513	90.496	5.204
139514	81.988	4.732
139515	85.316	4.795
139517	72.28	5.547
139520	61.585	4.154
139522	54.153	3.839
139524	58.673	3.49
139526	60.574	3.6
139528	67.41	3.793
139530	59.231	3.467
139531	56.539	3.672
139532	60.912	3.528
139533	61.483	3.862
139534	59.765	3.294
139535	69.403	3.707
139536	66.883	3.824
139537	66.765	3.827
139538	68.756	4.032
139539	66.495	3.842
139541	59.215	4.189
139549	59.015	5.902
139550	55.215	5.646
139551	59.495	4.823
139552	57.929	5.055
139553	52.34	7.5
139554	60.422	5.064
139555	55.336	5.523
139556	63.023	6.738
139572	64.081	4.508
139574	69.648	3.886
139575	69.618	3.82
139576	65.038	3.803
139577	67.559	3.676
139578	64.327	4.019
139579	69.166	3.994
139581	58.796	3.573
139584	63.916	3.68
139585	65.386	3.857
139586	59.078	3.53
139587	62.124	3.396
139589	58.662	3.579
139594	56.98	3.329
139595	57.675	3.49
139597	58.204	3.417
139600	56.17	3.561
139601	55.65	3.916
139602	63.028	3.987
139603	64.527	3.723
139604	58.285	3.966
139605	53.283	3.433
139606	64.499	3.65
139607	56.137	3.344
139608	63.493	3.588
139609	54.411	3.46
139610	55.651	3.115
139611	52.042	3.367
139612	54.428	3.454
139621	40.024	3.269
139622	48.898	3.29
139623	50.268	2.938
139624	49.503	3.083
139625	51.161	3.11
139626	48.686	3.744
139627	45.124	2.9
139628	43.868	3.598
139632	64.937	3.627
139633	54.144	3.709
139634	59.162	4.126
139648	65.458	3.594
139649	65.436	3.665
139650	63.629	3.861
139651	64.086	3.487
139653	56.89	3.918
139658	72.952	3.864
139659	72.14	4.151
139661	72.821	3.937
139664	54.075	3.496
139665	52.373	3.725
139666	58.422	3.562
139667	58.357	3.665
139668	54.463	4.029
139669	67.586	4.117
139670	58.569	3.453
139671	72.341	3.923
139672	61.33	3.737
139673	73.704	3.908
139674	72.254	3.945
139675	51.734	4.409
139676	66.952	4.023
139685	49.848	3.647
139686	65.158	3.868
139687	66.914	3.826
139688	66.03	3.819
139689	66.331	3.968
139690	66.576	3.787
139691	64.187	3.639
139692	59.516	4.202
139696	61.657	3.459
139697	60.326	3.749
139698	62.803	3.61
139712	15.328	2.921
139714	29.719	2.763
139716	28.119	2.415
139718	32.025	2.679
139720	16.835	2.75
139722	29.723	2.446
139723	28.325	2.628
139724	30.582	2.771
139725	27.71	2.612
139726	29.769	2.493
139727	17.897	2.596
139728	16.133	2.526
139729	18.456	2.275
139730	18.412	2.403
139731	19.739	2.289
139733	17.678	2.81
139741	38.367	3.061
139742	39.841	3.347
139743	40.089	3.1
139744	43.904	3.292
139745	42.741	3.105
139746	41.949	3.023
139747	43.416	3.128
139748	42.348	3.059
139764	40.305	2.888
139766	41.733	2.903
139767	38.509	2.789
139768	38.727	2.935
139769	42.2	2.807
139770	40.528	3.272
139771	36.148	3.37
139773	32.418	3.035
139776	0	0
139778	0	0
139780	0	0
139782	0	0
139784	0	0
139786	0	0
139787	0	0
139788	0	0
139789	0	0
139790	0	0
139791	0	0
139792	0	0
139793	0	0
139794	0	0
139795	0	0
139797	0	0
139805	0	0
139806	0	0
139807	0	0
139808	0	0
139809	0	0
139810	0	0
139811	0	0
139812	0	0
139828	0	0
139830	0	0
139831	0	0
139832	0	0
139833	0	0
139834	0	0
139835	0	0
139837	0	0
139840	52.023	4.08
139841	53.844	3.86
139842	51.731	3.704
139843	54.37	3.963
139845	51.106	3.686
139850	63.816	4.041
139851	62.119	3.866
139853	59.3	4.095
139856	47.493	4.96
139857	46.54	5.046
139858	43.458	4.804
139859	49.764	5.242
139860	45.92	5.146
139861	47.808	4.033
139862	50.124	4.891
139863	53.606	4.289
139864	43.935	5.077
139865	60.901	4.024
139866	62.259	3.793
139867	36.351	4.778
139868	57.74	4.995
139877	57.809	3.896
139878	60.36	3.692
139879	60.809	3.948
139880	62.02	3.979
139881	60.505	4.216
139882	58.812	4.142
139883	51.901	4.133
139884	54.965	4.111
139888	53.917	3.773
139889	43.063	3.804
139890	49.25	3.97
139904	58.252	3.855
139905	60.31	3.801
139906	55.318	3.967
139907	55.45	3.494
139909	52.91	3.643
139914	66.457	3.739
139915	64.962	3.676
139917	64.357	3.758
139920	55.425	3.979
139921	59.185	3.82
139922	63.214	3.756
139923	62.126	3.543
139924	62.214	3.771
139925	58.906	4.275
139926	60.729	3.581
139927	63.698	4.042
139928	62.522	3.507
139929	64.924	3.734
139930	65.826	3.755
139931	50.659	3.94
139932	61.929	3.989
139941	50.513	3.811
139942	48.932	3.465
139943	53.487	3.479
139944	52.084	3.58
139945	49.865	3.391
139946	50.478	3.506
139947	50.751	3.987
139948	45.093	3.413
139952	59.936	3.758
139953	54.928	3.689
139954	55.243	3.732
139968	49.011	3.77
139970	42.684	3.527
139972	49.354	3.555
139974	50.638	3.341
139976	54.31	3.224
139978	50.048	3.314
139979	43.61	3.666
139980	49.54	3.125
139981	47.488	3.868
139982	52.233	3.418
139983	54.281	3.268
139984	51.563	3.128
139985	54.889	3.235
139986	53.79	3.501
139987	53.029	3.185
139989	50.987	3.221
139997	57.321	3.572
139998	49.681	3.725
139999	57.01	3.531
140000	52.497	3.614
140001	61.382	3.643
140002	57.285	3.18
140003	53.556	3.404
140004	56.847	3.406
140020	50.496	3.5
140022	57.196	3.616
140023	57.015	3.296
140024	57.227	3.198
140025	57.724	3.331
140026	55.231	3.62
140027	56.45	3.514
140029	43.251	4.128
140032	87.732	4.687
140034	89.503	4.606
140036	88.584	4.713
140038	100.767	4.664
140040	90.144	4.674
140042	97.748	5.153
140043	96.149	4.785
140044	96.484	5.263
140045	100.723	4.979
140046	94.703	5.959
140047	94.022	4.87
140048	92.972	4.77
140049	91.506	4.621
140050	93.155	4.543
140051	88.155	4.481
140053	79.263	4.763
140061	74.725	3.569
140062	68.617	4.344
140063	72.673	3.615
140064	73.186	3.519
140065	69.75	3.747
140066	72.307	3.635
140067	67.541	4.053
140068	74.809	3.851
140084	69.571	5.095
140086	81.421	4.49
140087	80.881	4.463
140088	88.05	4.048
140089	82.994	4.056
140090	82.801	4.096
140091	84.14	4.057
140093	73.679	4.033
140096	91.237	4.34
140097	97.424	4.5
140098	86.776	4.344
140099	89.644	4.09
140101	89.496	4.394
140106	77.08	3.596
140107	76.818	4.125
140109	71.82	3.66
140112	77.545	4.058
140113	79.069	3.886
140114	83.046	3.759
140115	86.387	3.971
140116	82.78	3.91
140117	64.993	3.604
140118	84.66	3.807
140119	68.069	3.558
140120	83.547	3.82
140121	75.865	4.076
140122	71.504	4.183
140123	73.899	4.105
140124	72.06	3.9
140133	80.107	4.178
140134	85.124	3.852
140135	84.734	4.149
140136	86.144	3.987
140137	88.067	3.839
140138	82.534	3.883
140139	82.407	3.875
140140	73.296	3.853
140144	95.387	4.159
140145	86.865	4.416
140146	93.916	4.358
140160	84.145	4.059
140161	84.633	3.966
140162	74.802	3.916
140163	80.18	3.746
140165	70.628	3.865
140170	81.009	3.869
140171	83.767	4.331
140173	83.271	4.046
140176	77.917	4.444
140177	82.926	4.154
140178	79.986	3.989
140179	82.061	4.0
140180	82.614	4.062
140181	69.938	4.088
140182	86.987	4.362
140183	81.933	4.046
140184	83.706	4.141
140185	80.146	4.302
140186	79.221	4.163
140187	69.462	4.943
140188	70.081	4.114
140197	67.179	4.23
140198	71.025	3.906
140199	80.275	3.785
140200	79.403	3.843
140201	72.803	3.816
140202	79.993	3.956
140203	74.173	3.676
140204	73.978	3.861
140208	78.139	3.764
140209	71.366	4.014
140210	75.103	3.736
140224	57.456	4.059
140226	58.11	5.179
140228	62.966	5.844
140230	63.742	4.878
140232	62.996	3.397
140234	66.087	5.147
140235	61.559	6.426
140236	65.572	5.185
140237	0	0
140238	64.733	5.077
140239	65.382	3.375
140240	63.883	3.471
140241	63.82	3.281
140242	64.323	3.252
140243	62.995	3.382
140245	59.11	3.381
140253	100.662	4.694
140254	92.449	4.892
140255	101.461	4.826
140256	102.604	5.182
140257	101.986	5.194
140258	100.35	4.836
140259	89.668	5.284
140260	98.838	5.426
140276	85.581	4.855
140278	93.356	7.252
140279	92.53	4.568
140280	88.619	4.646
140281	91.041	4.278
140282	89.819	4.371
140283	89.272	4.465
140285	89.369	4.138
140288	66.12	3.884
140290	66.768	4.168
140292	71.762	3.83
140294	73.128	3.863
140296	72.982	3.881
140298	73.994	4.011
140299	68.594	4.203
140300	74.578	3.85
140301	72.021	3.747
140302	72.267	3.833
140303	77.138	4.385
140304	75.39	3.948
140305	73.288	3.653
140306	73.722	3.977
140307	72.596	3.733
140309	66.108	4.267
140317	72.107	4.087
140318	66.964	4.266
140319	72.637	4.341
140320	77.105	4.04
140321	69.708	3.905
140322	70.941	3.825
140323	60.755	3.979
140324	68.18	4.31
140340	71.169	3.902
140342	76.457	3.807
140343	74.276	4.024
140344	76.786	3.804
140345	78.7	3.859
140346	74.527	3.969
140347	77.592	3.774
140349	68.022	4.01
140352	65.521	4.06
140353	65.707	3.999
140354	68.803	3.776
140355	68.154	4.012
140357	61.669	4.231
140362	76.419	4.049
140363	74.972	4.24
140365	74.246	4.249
140368	65.603	4.102
140369	67.225	4.008
140370	73.385	3.873
140371	74.095	3.793
140372	72.159	3.988
140373	67.019	4.228
140374	71.757	3.913
140375	73.414	4.259
140376	73.677	4.174
140377	79.329	3.86
140378	77.64	4.137
140379	64.173	3.852
140380	70.846	4.165
140389	59.868	3.862
140390	64.435	3.566
140391	64.501	3.428
140392	67.899	3.466
140393	65.233	3.532
140394	65.41	3.724
140395	64.222	3.711
140396	62.052	3.588
140400	67.955	4.155
140401	61.832	3.896
140402	68.148	3.965
140416	21.139	2.425
140417	22.593	2.528
140418	20.072	2.734
140419	20.617	2.613
140421	19.361	2.76
140426	19.525	2.655
140427	20.649	2.368
140429	19.184	2.877
140432	25.462	2.731
140433	28.795	2.822
140434	27.389	2.598
140435	27.622	2.362
140436	28.008	2.64
140437	16.514	3.422
140438	27.585	2.641
140439	19.848	3.002
140440	27.133	2.479
140441	19.963	2.425
140442	19.117	2.173
140443	23.311	3.281
140444	18.54	3.011
140453	26.437	3.033
140454	29.159	2.591
140455	28.028	2.294
140456	28.989	2.353
140457	29.251	2.2
140458	28.559	2.392
140459	28.889	2.619
140460	26.779	2.591
140464	21.798	2.953
140465	21.831	3.173
140466	23.805	2.743
140480	49.578	3.635
140482	56.364	3.655
140484	59.007	3.484
140486	61.04	3.455
140488	54.541	3.375
140490	59.059	3.487
140491	57.867	3.597
140492	61.939	3.615
140493	61.176	3.441
140494	59.479	3.485
140495	54.485	3.377
140496	54.422	3.263
140497	53.283	3.318
140498	53.797	3.129
140499	50.104	3.653
140501	40.172	3.414
140509	60.05	3.962
140510	52.775	4.118
140511	62.071	3.858
140512	65.678	3.769
140513	65.102	3.494
140514	65.475	3.742
140515	59.303	3.688
140516	66.428	3.801
140532	54.821	3.766
140534	63.338	3.756
140535	63.063	3.783
140536	59.963	3.882
140537	61.54	4.862
140538	58.464	3.815
140539	63.918	3.569
140541	56.191	3.786
140544	74.517	4.655
140546	66.705	4.62
140548	76.631	4.472
140550	77.196	4.349
140552	79.949	4.47
140554	78.901	4.278
140555	71.037	4.456
140556	79.382	4.439
140557	77.178	4.457
140558	79.172	4.384
140559	80.457	4.571
140560	80.702	4.514
140561	78.979	4.452
140562	81.143	4.217
140563	78.588	4.352
140565	74.993	4.895
140573	69.136	3.999
140574	64.891	4.339
140575	66.616	4.297
140576	68.246	4.292
140577	64.584	3.911
140578	63.057	3.722
140579	58.62	3.71
140580	62.347	3.769
140596	62.734	4.711
140598	63.56	4.191
140599	65.002	3.795
140600	69.508	4.103
140601	64.321	4.04
140602	66.423	3.949
140603	70.81	4.449
140605	66.258	3.782
140608	95.256	5.278
140609	86.006	4.635
140610	93.344	4.791
140611	95.07	5.246
140613	83.983	4.706
140618	89.746	4.908
140619	94.775	4.942
140621	90.31	4.898
140624	88.841	5.473
140625	92.597	4.992
140626	94.436	4.705
140627	99.084	4.823
140628	96.071	4.964
140629	82.968	5.16
140630	99.601	4.624
140631	89.393	4.572
140632	99.88	4.79
140633	85.578	4.284
140634	79.85	5.008
140635	79.951	4.548
140636	85.282	4.934
140645	85.481	5.077
140646	96.194	4.7
140647	97.979	4.784
140648	95.272	4.818
140649	94.732	4.783
140650	93.631	4.874
140651	89.35	4.909
140652	84.338	4.655
140656	92.122	4.791
140657	83.515	4.682
140658	91.835	5.027
140672	78.722	3.904
140673	80.51	4.208
140674	77.014	4.169
140675	79.102	4.06
140677	70.698	4.674
140682	70.348	4.341
140683	76.751	4.747
140685	68.843	4.316
140688	55.099	5.623
140689	53.905	5.949
140690	60.522	5.159
140691	60.678	5.256
140692	58.725	5.971
140693	61.328	4.553
140694	59.466	5.002
140695	77.818	4.656
140696	60.585	5.159
140697	69.009	5.411
140698	76.21	4.349
140699	53.16	5.262
140700	53.665	4.409
140709	57.706	5.606
140710	69.072	5.513
140711	61.442	5.666
140712	70.209	6.025
140713	59.754	5.396
140714	61.325	5.266
140715	59.039	5.214
140716	51.475	6.063
140720	80.71	4.489
140721	70.426	4.24
140722	67.166	4.354
140736	57.805	4.976
140738	70.985	4.766
140740	75.206	4.363
140742	75.862	4.334
140744	53.63	5.045
140746	79.745	4.421
140747	69.619	5.282
140748	77.129	5.048
140749	75.971	5.011
140750	77.657	4.522
140751	61.796	5.587
140752	62.041	5.141
140753	61.455	4.967
140754	54.198	5.032
140755	52.261	5.43
140757	45.204	4.958
140765	62.756	4.006
140766	63.559	4.602
140767	84.889	5.767
140768	63.857	4.239
140769	81.204	5.071
140770	59.957	5.456
140771	59.809	5.922
140772	82.738	4.537
140788	61.491	5.242
140790	75.717	4.469
140791	63.444	5.859
140792	65.887	4.322
140793	66.271	4.643
140794	84.26	6.485
140795	70.344	4.51
140797	55.711	5.073
140800	59.444	3.863
140802	68.506	4.351
140804	71.45	4.002
140806	76.179	4.051
140808	61.729	3.706
140810	76.364	4.126
140811	64.887	4.56
140812	76.659	4.12
140813	72.796	4.047
140814	76.599	4.018
140815	60.193	4.171
140816	65.614	3.896
140817	66.344	3.783
140818	65.739	4.306
140819	63.745	3.922
140821	57.241	4.446
140829	75.306	4.526
140830	68.451	4.525
140831	71.974	4.185
140832	74.517	4.286
140833	78.108	4.654
140834	79.374	4.181
140835	70.881	4.69
140836	72.378	4.658
140852	60.75	4.409
140854	75.509	4.1
140855	74.675	4.296
140856	76.105	3.927
140857	76.799	4.037
140858	74.548	4.255
140859	71.728	4.047
140861	71.06	3.956
140864	67.239	3.64
140865	67.477	3.865
140866	66.545	3.498
140867	68.135	3.53
140869	63.975	3.93
140874	71.753	4.141
140875	69.521	4.936
140877	72.83	4.209
140880	69.64	4.239
140881	73.55	3.878
140882	73.815	3.979
140883	72.576	4.431
140884	76.49	4.183
140885	63.08	4.53
140886	75.941	3.991
140887	72.462	4.178
140888	77.035	4.132
140889	65.717	4.164
140890	72.447	4.078
140891	67.937	3.914
140892	65.302	4.069
140901	69.232	4.336
140902	73.304	4.213
140903	74.138	4.668
140904	70.923	4.806
140905	74.225	4.481
140906	74.242	4.282
140907	71.977	4.163
140908	68.574	3.979
140912	67.251	4.128
140913	60.629	3.959
140914	65.354	3.905
140928	67.266	3.783
140929	61.972	3.628
140930	66.927	3.634
140931	67.96	3.609
140933	62.926	3.853
140938	63.488	4.209
140939	60.057	3.757
140941	60.319	3.616
140944	59.362	3.829
140945	67.05	3.821
140946	70.258	3.893
140947	70.738	3.873
140948	63.159	3.993
140949	54.272	3.901
140950	70.827	4.101
140951	60.062	3.694
140952	71.354	3.984
140953	61.23	3.566
140954	64.868	3.849
140955	62.176	3.84
140956	60.342	3.798
140965	65.162	4.169
140966	69.136	4.156
140967	71.158	4.281
140968	66.578	4.127
140969	71.146	3.987
140970	72.087	3.999
140971	69.682	3.959
140972	63.379	4.4
140976	65.602	3.71
140977	58.267	3.808
140978	60.651	3.509
140992	17.706	2.997
140994	31.259	2.844
140996	33.331	2.825
140998	34.99	2.784
141000	20.094	2.712
141002	33.021	2.765
141003	35.142	2.732
141004	33.65	2.754
141005	34.538	2.573
141006	35.033	2.753
141007	21.052	2.7
141008	20.473	2.712
141009	22.278	2.837
141010	20.345	2.853
141011	22.117	2.846
141013	19.279	3.03
141021	42.346	3.155
141022	43.044	3.113
141023	51.731	3.276
141024	49.157	3.437
141025	47.275	3.114
141026	50.84	3.205
141027	46.373	3.024
141028	48.638	2.987
141044	15.106	2.913
141046	17.656	2.981
141047	16.616	2.889
141048	18.145	2.814
141049	17.832	3.03
141050	16.629	3.032
141051	17.064	2.965
141053	15.028	2.862
141056	41.277	2.86
141058	0	0
141060	49.963	3.035
141062	51.664	2.851
141064	41.647	2.603
141066	46.241	3.168
141067	47.214	3.516
141068	51.418	3.042
141069	0	0
141070	50.672	2.893
141071	44.285	2.712
141072	41.314	2.667
141073	44.262	2.693
141074	44.316	2.599
141075	43.285	2.761
141077	41.685	2.937
141085	53.036	3.061
141086	49.679	3.252
141087	51.325	2.88
141088	52.949	2.988
141089	53.235	2.86
141090	53.342	2.949
141091	49.345	3.373
141092	54.013	2.995
141108	49.883	3.355
141110	56.755	2.965
141111	55.449	2.999
141112	55.833	2.923
141113	55.742	2.931
141114	55.07	3.029
141115	55.785	2.874
141117	50.901	3.263
141120	61.69	3.419
141121	56.542	3.291
141122	57.03	3.175
141123	60.199	3.187
141125	52.666	3.332
141130	55.43	3.062
141131	50.03	4.05
141133	56.995	3.126
141136	49.343	3.329
141137	53.808	3.116
141138	54.589	2.989
141139	54.983	3.136
141140	53.333	3.015
141141	49.845	3.395
141142	56.618	3.122
141143	56.59	3.085
141144	53.956	2.965
141145	58.696	3.027
141146	54.965	3.134
141147	49.657	3.225
141148	53.358	3.446
141157	52.354	3.436
141158	56.971	2.986
141159	56.486	2.901
141160	55.815	3.042
141161	53.257	2.851
141162	53.589	2.954
141163	53.639	3.141
141164	44.078	3.451
141168	52.944	3.263
141169	47.188	3.544
141170	57.689	3.295
141184	71.735	3.997
141185	69.812	3.747
141186	75.023	3.983
141187	86.312	4.799
141189	63.349	3.855
141194	48.411	2.643
141195	49.066	2.888
141197	48.013	2.656
141200	64.547	3.875
141201	70.084	3.686
141202	73.121	3.642
141203	70.898	3.576
141204	69.511	3.502
141205	43.295	2.94
